carel_codigo,carel_tipo,carel_diametro,carel_paso,carel_largo,carel_grado,carel_sistema,carel_descripcion,match_codigo,match_tipo,match_diametro,match_paso,match_largo,match_grado,match_sistema,match_precio_unitario,match_proveedor,match_descripcion,match_score,match_type,notas
BHG5MA14045D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-45 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14050D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-50 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14055D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-55 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14060D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-60 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14065D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-65 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14070D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-70 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14075D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-75 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14080D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-80 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14090D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-90 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14095D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-95 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14100D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-100 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14110D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-110 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14120D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-120 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14130D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-130 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14140D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-140 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA14150D,bulón,M14,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M14-2-150 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16025D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-25 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16030D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-30 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16035D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-35 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16040D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-40 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16045D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-45 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16050D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-50 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16055D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-55 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16060D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-60 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16065D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-65 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16070D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-70 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16075D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-75 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16080D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-80 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16085D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-85 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16090D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-90 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16100D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-100 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16110D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-110 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16120D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-120 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16130D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-130 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16140D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-140 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16150D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-150 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16160D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-160 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16170D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-170 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16180D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-180 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16190D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-190 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA16200D,bulón,M16,2.0,,8.8,métrico,BULON HEXAGONAL (8.8) M16-2-200 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18030D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-30 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18035D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-35 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18040D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-40 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18045D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-45 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18050D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-50 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18055D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-55 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18060D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-60 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18065D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-65 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18070D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-70 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18075D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-75 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18080D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-80 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18085D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-85 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18090D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-90 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18100D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-100 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18110D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-110 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18120D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-120 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18130D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-130 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18140D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-140 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18150D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-150 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18160D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-160 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18170D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-170 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18180D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-180 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18190D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-190 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA18200D,bulón,M18,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M18-2,5-200 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20030D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-30 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20035D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-35 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20040D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-40 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20045D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-45 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20050D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-50 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20055D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-55 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20060D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-60 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20065D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-65 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20070D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-70 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20075D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-75 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20080D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-80 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20085D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-85 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20090D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-90 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20100D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-100 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20110D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-110 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20120D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-120 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20130D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-130 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20140D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-140 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20150D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-150 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20160D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-160 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20170D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-170 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20180D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-180 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20190D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-190 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA20200D,bulón,M20,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M20-2,5-200 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22070D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-70 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22080D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-80 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22090D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-90 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22100D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-100 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22110D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-110 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22120D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-120 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22130D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-130 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22140D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-140 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22150D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-150 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22160D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-160 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22170D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-170 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22180D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-180 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22190D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-190 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA22200D,bulón,M22,2.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M22-2,5-200 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24050D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-50 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24055D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-55 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24060D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-60 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24065D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-65 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24070D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-70 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24075D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-75 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24080D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-80 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24090D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-90 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24100D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-100 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24110D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-110 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24120D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-120 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24130D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-130 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24140D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-140 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24150D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-150 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24160D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-160 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24170D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-170 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24180D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-180 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24190D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-190 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA24200D,bulón,M24,3.0,,8.8,métrico,BULON HEXAGONAL (8.8) M24-3-200 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10020D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-20 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10025D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-25 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10030D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-30 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10035D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-35 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10040D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-40 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10045D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-45 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10050D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-50 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10055D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-55 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10060D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-60 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10070D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-70 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10080D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-80 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10090D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-90 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10100D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-100 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10105D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-105 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10110D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-110 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB10120D,bulón,M10,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,25-120 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12020D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-20 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12025D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-25 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12030D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-30 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12035D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-35 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12040D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-40 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12045D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-45 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12050D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-50 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12055D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-55 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12060D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-60 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12065D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-65 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12070D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-70 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12075D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-75 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12080D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-80 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MB12090D,bulón,M12,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M12-1,5-90 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
